phrase,level
bankrupt,2
something-borrowed,2
thinly,2
sketched,2
Killing,2
Somewhere,2
Demme,2
experiments,2
harvests,2
gems,2
roughage,1
dominates,3
electoral,2
broadcast,3
heavyweights,2
Zemeckis,2
agreed,3
produce,2
cavorting,2
ladies,2
underwear,2
mid,2
Please,2
derive,2
Curling,2
distinctly,2
indoors,2
unsure,2
Revenge,2
Nerds,3
Revisited,2
regurgitates,2
waters,2
successes,3
thrown,2
flashbulb,2
absence,2
continuity,2
incoherent,1
Stinks,1
burlap,2
gloom,1
civilized,2
Ballistic,2
Ecks,2
Vs.,2
Sever,2
ordeal,2
amusement,3
Equlibrium,2
thirteen-year-old,2
Farenheit,2
451,2
naturalness,2
self-consciously,1
Seagal,1
appeared,2
orange,2
jumpsuit,2
Kool-Aid,2
demeanour,2
CleanFlicks,2
Story,2
MacGraw,2
profanities,1
romance-novel,3
platitudes,2
PC,2
stability,2
misleading,1
unexplained,2
baboon,2
haphazard,2
inconsequential,1
bones,2
tickled,3
humor-seeking,2
dollars,3
Pascale,2
Bailly,2
rom-com,2
Am茅lie,2
Audrey,2
Tautou,2
fabuleux,3
destin,2
i.e.,2
sugary,2
half-hour,2
interfaith,2
stretched,2
upset,2
65-minute,2
trapped,2
trots,2
vacation,2
Stonehenge,2
sketches,3
identification,2
underdeveloped,1
convenient,3
conveyor,2
Character,2
drowsy,1
infatuated,3
self-examination,2
Only,2
badly,2
91-minute,2
LeBlanc,2
baseball-playing,2
monkey,2
sixth-grade,2
height,2
Sonnenfeld,2
Pug,2
Avary,2
uproar,2
MPAA,2
riddled,2
unanswered,2
requires,2
gargantuan,2
plod,1
usher,2
Sinise,2
advance,2
screening,2
Adventures,2
Pluto,2
Nash,2
stinker,2
joke,1
built,2
musty,1
half-dimensional,2
wills,2
nubile,2
campus,2
depravity,2
fade,2
ugliness,1
trace,2
spoiler,2
four-year-old,2
exaggeration,2
Haunted,2
Confuses,2
contorting,2
Deadly,2
pointless,0
gone-to-seed,2
robotic,2
jury,2
bestowed,2
Gordy,2
Waldo,2
Salt,2
honoring,3
prescribed,3
dentist,2
soothing,2
Muzak,2
cushion,2
evade,2
responsibilities,2
toddler,2
fantasti,3
surfacey,2
alienating,1
talkers,2
hollow,1
Skip,2
CD,2
Feels,2
motions,2
Dignified,3
CEO,2
meet,2
retreat,2
pee,2
tree,2
bear,2
Dull,0
mechanical,2
museum,2
prefeminist,2
Beware,2
Brit-com,2
dime,2
tediously,1
subplots,2
Completely,2
grouchy,2
ayatollah,3
mosque,2
Narratively,2
plodding,1
extracting,2
bare,2
Byatt,2
Musker,2
Clements,2
retina,2
muster,2
butt,2
doubting,1
Knockaround,3
raison,2
d'etre,2
young-guns,2
tame,3
expects,2
maiden,2
foolish,1
untold,2
Bui,3
suspiciously,1
boilerplate,2
assumes,2
Terminally,2
specifics,2
Lo,2
pie,2
Rymer,2
conjure,2
followers,2
dead-undead,2
shrieky,2
Sopranos,2
unfunny,1
doing-it-for,2
the-cash,2
Off,2
Hook,2
writer-producer-director,2
Watstein,2
finishing,2
disintegrating,2
Boyd,2
consequence,2
ill-timed,1
Antitrust,2
fraction,3
registering,2
blip,2
recycle,2
Wilder,2
whatsoever,2
processed,2
chop,2
suey,2
Nemesis,1
65th,2
mixer,2
surviving,2
Fails,0
dystopian,3
retooling,2
Fahrenheit,2
rip-off,0
Matrix,2
chitchat,2
neurotics,2
stiff,1
extra-dry,1
perpetually,2
hazy,1
clause,2
rehash,2
whirl,2
Age-inspired,2
pegged,2
groove,2
simplify,2
dishonest,1
cameo-packed,3
M,2
I-2-spoofing,2
ruins,2
BA,2
Murdock,2
A-Team,2
50-something,2
lovebirds,2
unappealing,0
dearly,3
restless,2
statements,2
dime-store,2
ruminations,2
gamely,2
gap,1
clean-cut,3
fiendish,2
psychologizing,2
bridge,2
Plodding,2
peevish,1
gimmicky,3
horse,2
feathers,2
sandbox,3
Oozes,2
condescension,2
pore,2
Hickenlooper,2
snap,2
wiseacre,2
dicey,1
Spears,2
Confusion,2
favourite,4
146,2
H,2
Ia,2
Drang,2
Occasionally,2
waking,2
mush,1
strutting,2
Journalistically,2
inept,1
lethally,2
Putting,2
high-tech,2
unleashes,3
Pandora,2
Box,2
gamut,2
cheesier,1
cheesiest,1
Hawk,2
Rambo,2
meets-John,3
named,2
Kaos,2
tanks,1
sinks,2
labors,1
whip,2
muscle,2
10th,2
leers,2
frustrated,1
abhorrent,0
Fear,2
Stortelling,2
oftentimes,2
cowardly,0
autocritique,2
skirmishes,2
waged,2
predators,2
undistinguished,1
treads,2
passable,2
12,2
ensnare,2
grainy,2
exhausting,2
hit-and-miss,2
topical,2
lapses,2
Tommy,2
peep,2
booths,2
mopping,2
fancies,2
Selby,2
Jr.,2
seated,2
ignorant,0
pinheads,1
expecting,2
EXIT,1
Holds,2
explosions,2
sadism,2
choppy,0
monosyllabic,2
dubbed,2
R-rated,2
road-trip,2
Vertical,2
Limit,2
downtime,2
Stealing,2
nuclear,2
milks,2
crammed,2
blasphemous,2
Jersey,2
stripped,2
Vulgar,1
soured,2
bumps,2
icky,0
88-minute,2
86,2
scientific,2
incomprehensible,1
McCoist,2
clue,2
not-so-Divine,1
Re-Fried,1
Tomatoes,2
voices-from-the-other-side,2
rape-payback,1
hinges,2
enabling,2
industrial-model,2
freezers,2
N,2
folds,2
respectably,3
muted,1
Rohypnol,2
airs,2
Hal,2
wannabe,1
ingredient,2
Ver,2
Wiel,2
Critical,1
Stanford,2
Bebe,2
Neuwirth,2
seduces,2
founders,2
milieu,2
intelligentsia,3
Gaghan,2
sleight-of-hand,2
ill-wrought,2
hypothesis,2
P,2
artnering,2
TV-cops,2
prevents,1
firing,2
cylinders,2
unsatisfied,1
Reeses,2
peanut,2
ingratiating,1
dulls,1
injected,2
self-consciousness,2
Bogdanich,2
unashamedly,2
pro-Serbian,2
sluggish,1
H.G.,2
Wells,2
reworked,2
During,2
Tuxedo,2
binging,2
cotton,2
sticky,2
anti-human,2
Miles,2
Graceland,2
depress,1
conversations,2
Wal-Mart,2
checkout,3
grave,1
plummets,1
graveyard,2
racing,2
sealed,2
indefinitely,2
advice,2
Kev,2
Start,2
signing,3
dotted,2
raucous,2
regrets,2
ugly-duckling,1
clumsily,1
accidental,2
wraps,2
shiny,2
Glazed,2
scum,1
bang,2
cluelessness,1
idiocy,1
misplaced,2
vainly,1
excellence,4
mimetic,2
approximation,2
Contempt,0
8_1\/2,2
Unintelligible,2
brain-slappingly,3
returning,2
anecdote,2
seizures,2
inelegant,1
unrelated,1
shorts,2
vain,2
dictator-madman,2
off-putting,1
inappropriate,1
undeserved,2
induce,2
sleep,1
Mild,2
gut-busting,3
Major,2
League,2
crap,0
badness,2
Deuces,2
variable,3
light-footed,2
enchantment,3
Cuba,2
mugs,2
Dogs,2
leaden,1
Adrian,2
Lyne,2
sleazy,1
moralizing,3
Swimfan,2
villainess,2
Lina,3
Wertmuller,2
1975,2
eroti-comedy,1
husband-and-wife,2
Bo,2
Silly,2
buck,2
greasy,2
vidgame,2
21\/2,2
excruciatingly,3
distasteful,0
Pool,2
drowned,2
sidekicks,2
much-needed,2
cardiac,1
eager,2
Murray,2
prolific,2
stuffs,2
comfortably,3
yielded,2
unengaging,1
limitations,1
schlocky,1
horror\/action,2
genial-rogue,2
shtick,1
Ellis,2
scripted,1
preachy,1
propaganda,1
Longley,2
realizing,2
fault,2
nastier,2
capitalize,2
1953,2
cow,2
slow-moving,1
preferring,2
humiliation,2
defecates,1
urinates,2
plants,2
birthday,2
muddled,1
limp,2
biscuit,2
maddeningly,1
piano,3
excite,3
churns,2
flagrantly,1
thunderstorms,2
Klein,1
Pie,2
saddest,0
speedy,2
swan,2
dive,2
landing,2
low-grade,1
dreck,2
lousy,0
visible,2
mikes,2
chasing,2
buff,2
disastrous,1
harm,1
Looks,3
travel-agency,2
topless,2
mud,2
independent-community,3
guiding,2
Given,2
looseness,2
grasping,2
workshop,2
activate,2
girlish,2
ducts,2
Carvey,2
overplayed,1
bother,2
dreadfully,1
inversion,2
Concubine,2
eschews,2
panorama,2
bug-eyed,2
mugging,2
gay-niche,2
stumblebum,2
sparring,2
succession,2
blows,1
dumped,1
Guei,2
R.,2
Nebrida,3
cram,2
Macy,3
Thanksgiving,2
Parade,2
balloon,2
heavy-duty,1
ropes,2
Oedekerk,2
mercilessly,2
Since,2
slasher,2
misses,1
addicted,1
minimally,2
McKlusky,2
C.I.,2
culprit,2
early-on,2
irk,1
heartily,2
war-weary,2
marine,2
uncouth,2
vicious,2
Hampered,2
paralyzed,2
Cheap,2
crawls,2
snail,2
one-sided,2
over-indulgent,1
tirade,2
knock,2
postcard,2
self-glorified,2
lovefest,3
Windtalkers,2
compendium,2
two-hour-and-fifteen-minute,2
loaded,2
Minac,2
drains,1
individuality,2
conclusions,2
benchmark,2
lameness,1
misty-eyed,2
treading,2
mired,2
tear-drenched,3
quicksand,2
Waters,1
mile,2
pretention,1
fortify,2
turgid,1
Weight,2
two-way,3
time-switching,2
myopic,1
stalls,1
lackluster,1
blandness,1
Less-than-compelling,1
clan,2
Norris,2
grenade,1
7,2
indication,2
Viewers,2
suspend,2
belief,2
total,2
washout,2
expend,2
unamusing,1
unrewarding,0
reckless,2
squandering,2
Everybody,2
Goliath,2
Throw,2
Eventually,2
mushy,1
peas,2
fumbles,2
accumulated,2
miscalculation,1
defuses,2
submerging,3
hoary,1
paraphrase,2
fragment,2
underdone,1
potato,2
kitchen-sink,2
77,2
4ever,2
Celebi,2
not-so-small,2
Expecting,3
Carlen,2
fatal,2
changed,2
lower-class,2
upsets,1
shreds,2
deleting,2
advanced,2
Prozac,2
Nation,3
rampantly,2
Equilibrium,2
doofus,1
Stale,1
blatant,2
placement,2
fart,1
Unsurprisingly,1
caretakers,2
Nights,2
rash,1
terribly,0
Gets,2
jelly,2
Resident,3
hysteria,2
PlayStation,2
cocktail,3
supplied,3
Epps,2
unspeakably,2
reams,2
flatly,1
dim-witted,1
Resembles,2
Bluto,2
Blutarsky,2
Innocuous,2
Jean-Claude,2
glorified,3
write,2
liner,2
Devoid,1
McDormand,2
Plotless,0
moronic,0
Rising,3
Place,2
justifies,3
updates,2
Latino,2
downhill,1
unlock,2
lifeless,2
lawn,2
chair,2
tried-and-true,3
distinguish,2
promisingly,3
Let,2
moratorium,2
treacly,2
prep-school,2
professors,2
heartwarmingly,3
motivate,3
working-class,2
perch,2
metropolitan,2
categorize,2
smutty,0
sense-of-humour,3
Wrote,2
ship,2
leaky,2
Swinging,2
hobby,2
attracts,2
threw,2
equipment,2
aisle,2
walker,2
Clockstoppers,2
94,2
warned,1
battery,2
over-familiarity,1
hit-hungry,2
strip-mined,2
1997,2
rainbows,2
plant,2
smile-button,3
segment,2
populace,2
diss,2
Consider,2
repulsive,0
Children,2
enamored,3
Antonio,2
Banderas-Lucy,2
Liu,2
faceoff,2
afflicts,2
joint,2
promotion,2
Basketball,2
Association,2
teenaged,2
poster-boy,2
Lil,2
mythmaking,2
hindsight,2
close-to-solid,3
misfortune,2
Cloaks,2
anti-feminist,1
misery,1
romantic-comedy,2
duds,1
underwhelming,1
unified,3
phenomenon,3
peaked,3
Ever,2
Elizabeth,2
Berkley,2
flopping,1
dolphin-gasm,2
Thornberry,2
wedgie,1
unimpressively,1
fussy,1
Thinking,2
puppies,2
legs,3
queens,2
Dey,2
demonstrated,2
mixing,2
Noon,2
uninspired,1
send-up,2
blanks,2
Forrest,2
Gump,2
erratic,2
wince,2
gratingly,2
tainted,1
improbability,2
quarter,2
elephant,2
too-long,2
spoofy,2
Macbeth,2
graceless,1
serials,2
'30s,2
'40s,2
redundancy,1
unsuccessful,0
crudeness,1
accompanying,2
Absurdities,1
accumulate,2
navel,2
riot,2
clothes,2
dumbness,1
sleaziness,1
Strangely,2
kingdom,2
not-so-big,1
not-so-hot,1
iteration,2
creepiest,2
developmentally,2
disabled,2
humble,3
redeem,2
Bond-inspired,3
Likely,2
Tootsie,3
punchlines,2
gender-war,2
Baird,2
editor,2
murder-on-campus,2
yawner,1
void,1
generating,2
Iraqi,2
poised,2
UN,2
inspector,2
imitations,1
subsided,2
processor,2
mine,2
gangster\/crime,2
wore,3
reliance,2
movie-specific,2
Holmes,2
major-league,3
underachiever,1
climax,3
scarcely,2
self-satisfied,2
McKay,2
intermediary,2
triteness,1
device,2
drifts,2
aimlessly,1
cracks,2
ever-growing,2
unembarrassing,2
unmemorable,0
torturing,1
genitals,3
weighs,2
champagne,2
ANTWONE,2
FISHER,2
Alarms,2
throbbing,2
elderly,2
propensity,2
patting,2
skid-row,1
margins,2
histrionics,2
Tries,2
Animal,2
modernizes,2
A.E.W.,2
Mason,2
suit,2
plucks,3
bore,0
Falsehoods,2
undermining,2
creator,2
action-comedy,2
Low,2
hairy,2
Laggard,2
wending,2
epiphany,3
worn,1
threadbare,2
so-called,2
warmed,2
nonbelievers,2
rethink,2
attitudes,2
creed,2
skeptics,1
repetition,2
outward,2
flakiness,1
funniness,3
bowel,2
long-on-the-shelf,1
point-and-shoot,2
Caddyshack,3
crossed,2
Loyal,3
Order,2
Raccoons,2
sucked,0
mystic,3
Unbreakable,3
hokey,1
ineffective,1
Gussied,2
shriek,2
weakly,2
mojo,2
fudged,2
gigantic,2
lunar,2
subplot,2
smuggling,2
Danish,2
cows,2
alter,2
lighted,2
inquiries,2
redeemable,3
distinguishes,3
distinguishing,2
manufactured,2
busy,1
cursing,1
strategically,2
sheets,2
helluva,2
singer,2
Mediterranean,2
Swept,2
Half,2
Past,2
Expanded,2
65,2
unfinished,1
40,2
Javier,2
Bardem,2
Gerardo,2
drenched,2
swoony,1
fever-pitched,2
soapy,2
Adults,2
Brady,3
topnotch,4
foursome,2
shoving,2
clich茅d,1
white-trash,0
allegedly,2
marketable,2
cadavers,2
obscure,2
direct-to-void,1
heading,3
Typical,2
cheapo,1
sword-and-sorcery,1
enveloped,2
theatres,2
tube,2
be-all-end-all,2
modern-office,2
rubber-face,2
insipid,1
Goldberg,2
Viewed,2
remotely,2
drumbeat,2
authenticity,2
pornographic,2
swank,2
apartments,2
parties,2
Master,2
Disguise,2
performer,2
96,2
fluxing,2
silly-looking,1
Morlocks,2
75-minute,2
sample,2
rubbish,0
listless,1
witless,1
resembling,2
endured,2
waterlogged,2
sub-sophomoric,1
McConaughey,2
irony-free,3
batting,2
eyelids,2
stunt,2
pairing,2
clownish,2
mind-numbingly,1
Britney,2
abbreviated,2
misfit,2
splitting,2
great-grandson,2
Sets,2
30,2
Judaism,2
Weirdly,2
unveil,2
wheedling,2
smeared,2
windshield,3
Might,2
soaper,2
scenic,3
mountains,2
legendary,3
howler,3
whir,2
clicks,2
recite,2
laughable,1
fillers,2
cresting,3
worn-out,1
palaver,2
Cross,2
Hungry-Man,2
portions,2
prolonged,2
barn-burningly,1
flimsy,1
iconic,4
dozens,2
Reeks,1
rot,1
porcelain,2
churn,2
outweighs,2
devote,2
anthropomorphic,3
makeup,2
Italian-language,2
jazz,2
Zellweger,2
whiny,1
pouty-lipped,2
poof,2
spindly,2
ingenue,3
warped,1
Wimmer,2
worlds,2
serviceability,2
unimaginative,1
already-shallow,1
Kirshner,2
Monroe,2
out-bad-act,2
unsympathetic,1
Bacon,3
Theron,2
deteriorates,2
protracted,2
borderline,2
self-flagellation,1
Goldie,2
universe,2
ungainly,1
ill-fitting,1
sticking,2
knees,2
triple-crosses,2
reedy,2
consigliere,2
dunno,2
travesty,1
transvestite,2
clotted,1
105,2
fifty,2
pileup,2
olives,2
1962,2
garnish,2
twenty,2
disappointment,0
Hart,2
enlightenment,3
Billy,2
desired,2
non-Britney,2
hateful,1
irrelevant,1
bottomlessly,1
Possibly,2
Grumpy,2
uninspiring,1
voyeuristic,2
Blind,2
Date,2
pop-up,2
Company,2
screenplays,2
Predecessors,2
Mummy,2
Returns,2
masterpieces,3
markedly,2
inactive,1
conversational,2
bordering,2
confessional,2
roster,2
Kathryn,2
reviewers,3
churlish,1
begrudge,2
Dragonfly,3
intro,2
participant,2
Apparently,2
reverie,3
94-minute,2
unparalleled,3
mistaken,2
labored,1
hokum,2
asleep,2
restore,3
prominence,2
terrors,2
praiseworthy,4
gross,0
Stirs,2
Ghost,2
Encounters,3
Third,2
Kind,3
purportedly,2
verges,2
Contains,2
stretch,2
Partly,2
by-the-numbers,2
soulless,1
weightless,2
melt,2
blank-faced,2
7th,2
provoked,2
Frankly,2
Drop,1
derisive,1
clunker,1
fixated,2
wretched,0
reduces,2
flame,2
halfwit,1
standup,2
mid-range,2
Jet,3
rollerblades,2
halftime,2
fifteen,2
talk-heavy,2
Altman,2
fell,2
Truth,2
Consequences,2
N.M.,2
interchangeable,2
actioner,2
imbecilic,1
Mafia,2
toolbags,1
botching,1
assignment,2
backwater,3
ventures,2
abilities,2
circa,3
1960,2
Sellers,2
al.,2
Talky,3
outwardly,2
sexist,1
liability,1
tots,2
Anton,2
Cherry,2
Orchard,2
uppity,1
compare,2
Criterion,2
unremarkable,2
action\/comedy,2
nod,2
near-fatal,2
day-old,2
location,2
awkwardly,2
garish,2
diverges,2
cheap-looking,1
Candid,3
Camera,2
agonizing,0
Catch-22,2
Pleasant,4
jock,2
piffle,1
Zoe,2
Clarke-Williams,2
Friend,2
enemies,2
exploitive,2
array,2
obligatory,2
Hip-hop,2
stupefying,2
two-drink-minimum,2
learned,2
competently,3
shifted,2
water-bound,2
land-based,2
archival,2
prints,2
contrast,2
decipherable,2
syrup,2
dragged,2
returned,2
warn,1
soft-core,2
twaddle,2
Shoe,2
Diaries,2
superficiality,1
Glizty,3
Cagney,2
enactments,2
slo-mo,2
double-pistoled,2
ballistic-pyrotechnic,2
hat-in-hand,2
Rowling,2
stifles,2
Serving,2
Sara,2
smugly,1
slapping,2
foot,2
repugnant,0
Roland,2
Joff茅,2
Demi,2
Scarlet,2
Letter,2
isolated,1
soup,2
labours,2
nada,2
frittered,1
middle-of-the-road,2
comedian,2
indieflick,2
trims,2
poking,2
fruit,2
pies,2
Tiresomely,2
hammily,2
Michele,2
praying,2
Maggio,2
Witless,1
tasteless,2
idiotic,0
groan,1
hiss,1
catsup,2
feeble,1
examples,2
Poke-mania,2
appetite,2
corn,2
Lucky,2
aiming,2
soon-to-be-forgettable,0
petty,1
thievery,2
disappointingly,0
shoot,1
Wildly,2
pessimists,2
Totally,3
Prime,2
gymnastics,2
disguise,2
inauthentic,0
dismissive,2
jungle,2
shoot-outs,2
fistfights,2
phlegmatic,1
mild-mannered,2
bespeaks,2
expiration,2
unattractive,2
odorous,2
Leon,3
paved,2
Animated,2
drivel,1
enhance,3
self-image,2
idiots,0
supposedly,2
thud,1
moat,2
monster-in-the,1
Jacobi,2
writings,2
perform,3
dullingly,1
best-foreign-film,4
Make,2
nonchallenging,1
Potter,2
J.K.,2
in-joke,2
affluent,2
damsel,2
distress,2
decides,3
bully,1
overdone,1
phone,2
Blockbuster,3
fees,2
O.K.,2
unfulfilling,0
eighth,2
doze,2
Befuddled,1
overheated,2
Sugarman,2
excruciating,0
End,2
facial,2
Pasolini,2
glum,1
punitive,2
eardrum-dicing,2
gunplay,2
screeching-metal,1
smashups,2
flaccid,1
odd-couple,2
sniping,2
Sadly,1
capitalizes,2
cue,2
wretchedly,1
inane,1
drab,0
uninteresting,1
squanders,2
uniqueness,3
squander,2
Hewitt,2
Phonce,2
retold,2
races,2
rackets,2
hobbled,2
half-baked,1
setups,2
Psychology,2
castles,2
flatter,3
describing,2
Lots,2
rumblings,1
begging,2
feet,2
scruffy,2
Giannini,2
beaten,1
Dangerous,1
Game,2
insinuation,2
earplugs,2
pillowcases,2
87,2
Stainton,2
sub-formulaic,1
seasonal,2
ragged,2
Several,2
unlikeable,1
surrealist,1
retrospective,2
invaders,2
existent,2
anti-virus,2
revived,2
heedless,1
impetuousness,2
Damned,1
Hundert,2
agreement,2
Leaves,2
Hitler,1
trifecta,2
wreaks,2
ineptly,2
pabulum,2
95-minute,2
properties,2
soggy,2
movie-esque,2
pub,2
Valley,2
Dolls,2
4Ever,2
sledgehammer,2
induces,2
headaches,2
Trailer,2
possessed,2
dense,1
Barney,2
crushingly,2
stupidities,1
repellantly,2
Runteldat,2
feminism,2
modernized,3
earlier,2
hailed,2
dilettante,2
mixed-up,3
Everlasting,3
laconic,3
Roses,2
trailer-trash,1
Supposedly,2
assures,2
pocket,2
keel,2
one-dimensional,1
buffoons,1
resurrect,2
Copy,2
a-knocking,3
Cattaneo,2
runaway,2
war-movie,2
overproduced,1
unnecessary,2
Hmmm,1
wooden,2
stuffing,2
pencil,2
sharpener,2
not-so-funny,0
network,2
switch,2
rehashes,1
feed,2
perfunctory,2
Catcher,2
Rye,2
dyslexia,2
expose,2
banality,1
hypocrisy,2
kid-vid,2
lashing,2
umpteenth,3
dip,2
putrid,1
Tomcats,2
thrusts,2
inchoate,2
eldritch,2
circles,2
wreckage,1
Battlefield,2
Showgirls,2
curio,2
oily,2
dealer,2
pile-ups,2
requisite,2
captain,3
aggrandizing,3
punishable,2
chainsaw,2
tweener,2
malls,2
Drowning,2
snow-and-stuntwork,2
upstaged,2
avalanche,1
holiday-season,2
Stiller,2
Zoolander,2
Liza,2
circuit,2
frankly,2
McCulloch,2
lumbering,1
wheezy,1
campy,2
sordid,2
Horrid,1
Serbs,2
extremists,2
unentertaining,1
middle-age,2
piss,2
b.s.,1
litmus,2
backward,2
19th-Century,2
raindrop,2
Sheridan,2
grit,2
vulnerability,2
Heavy,2
flabby,1
rolls,2
machinations,2
flaw,2
humiliated,2
dogs,3
Whole,2
rhapsodize,2
dirgelike,2
fang-baring,2
lullaby,2
Ends,2
indigenous,2
eke,2
Charlize,2
CHASES,2
GUN,2
Courtney,2
CELL,2
PHONE,2
GUNFIRE,2
RINGING,2
99,2
bargain-basement,1
beware,2
penance,2
shambles,1
overweight,2
pathetically,1
Impeccably,3
Universal,2
Studios,3
unravels,2
Twenty-three,2
failed,0
heist,2
Brooklyn,2
hoods,2
Seth,2
Pepper,2
stayed,2
evoked,2
lukewarm,2
literally,3
questionable,1
art-conscious,3
Loses,2
vat,2
twitchy,2
boorishness,1
curling,2
oversimplification,2
make-believe,2
opposite,2
nine-tenths,2
insatiable,2
absorbs,2
3-year-olds,2
battered,2
Toward,2
morphs,2
bogs,1
stilted,1
tabloid,1
embalmed,2
Kalesniko,2
Kill,2
Neighbor,2
personally,2
bogus,1
florid,2
Leery,2
?!?,2
minority,2
stinks,1
tail,2
pay-off,2
negligible,1
squaddie,2
disgusting,0
jacket,2
visions,2
relayed,2
Sharks,2
Player,2
skewering,2
insiders,2
wishful,2
Mean,1
Streets,2
halfway,2
equate,2
broke,2
underway,2
suppose,2
dad,2
picture-perfect,4
Shadyac,2
perpetrating,2
Patch,2
Sense,2
photographer,2
show-don,2
t-tell,2
provoke,2
bagatelle,2
loosely-connected,2
acting-workshop,2
exercises,2
meanders,2
variant,2
nincompoop,1
Benigni,2
Sandlerian,2
manchild,2
undercut,1
Trip,2
penned,2
intention,2
passably,3
innocuous,2
brawn,2
Mindless,1
low-wattage,2
remorse,2
rape,2
padding,3
appropriated,2
teen-exploitation,2
playbook,2
fling,3
thankless,1
ricochets,2
Ryoko,2
Hirosue,2
Catholics,2
Catechism,2
tailor,2
amusements,3
transpose,2
progression,2
worthless,0
Hope,2
arising,2
skills,2
breathless,3
anticipation,2
letdown,0
slips,2
Smothered,3
solemnity,2
Quinn,2
grunge-pirate,2
hairdo,2
Gandalf,2
wind-tunnel,2
cor-blimey-luv-a-duck,2
cockney,2
accent,2
untalented,1
brow,3
redundant,1
druggy,1
spring-break,2
orgy,1
majors,2
Breen,2
actorish,2
notations,2
sputters,2
simpler,2
leaner,2
preferable,3
complicate,2
Comedy,2
Goyer,2
unaccountable,2
thoughtlessly,1
puppet,2
Pinocchio,2
receding,1
hairline,2
weathered,1
countenance,3
Breckin,2
Meyer,2
ridiculously,2
bygone,2
porridge,2
chewy,2
microscope,2
veered,2
Exxon,2
Producer,2
Penotti,2
surveyed,2
Ignoring,2
author,2
waits,2
dusty,1
leatherbound,3
elicited,2
platter,2
hard-to-swallow,1
undernourished,1
actress-producer,2
Congeniality,2
dynamite,2
egomaniac,2
grating,1
Simpson,2
chuckling,2
collective,3
attack,1
Burr,2
self-satisfaction,2
schoolgirl,2
fritters,2
unimpressive,1
indifferent,1
digits,2
age-wise,2
frankness,2
deem,2
hmmmmm,2
zzzzzzzzz,0
Downright,2
transparent,2
assault,1
embarrassingly,1
ham-fisted,1
reek,2
rewrite,2
garner,2
cooler,2
PG-13,3
slides,2
macho,2
assert,1
Formulaic,1
51st,2
Draggin,2
undone,1
insubstantial,1
Comes,2
misdemeanor,1
unconvincing,1
second-guess,2
Tykwer,2
anti-Kieslowski,2
Complex,3
sinuously,2
off-puttingly,1
First-time,2
Dylan,2
Kidd,2
prepackaged,1
Julia,2
Roberts,2
hard-sell,1
image-mongering,1
publicist,2
Jay,2
Roach,2
taxicab,2
Siege,2
Alcatraz,3
springs,2
Lame,0
stereotype,2
unturned,1
sprinkled,2
ranges,2
bodacious,3
ministers,2
Bible-study,2
converted,2
load,2
boom-box,2
titled,2
Loud,2
males,2
unbelievably,2
vile,1
Tiger,2
Beat,2
face-to-face,2
pyschological,2
knocks,2
Anemic,1
grubbing,2
loveless,1
Aaliyah,2
unclean,1
Mary,2
Booty,2
Bread,2
dipped,2
preaches,2
coherence,2
eviction,3
Michell,2
bungling,1
cloaked,2
euphemism,2
Pender,2
wood,2
folksy,2
stagy,2
stacked,2
binary,2
oppositions,2
trickery,1
devolves,1
soccer,2
Rothman,2
absent,2
Schneidermeister,2
Makin,2
Losin,2
Frankenstein,2
mishmash,1
performs,2
big-budget,2
clunkiness,1
strained,2
